Model,MAE_test,RMSE_test,R2_test,MAE_mean_boot,MAE_CI_lower,MAE_CI_upper
MultipleLinear,1.8037705042504304,2.2532632193861906,0.5101900546886863,1.8088763437429782,1.4406719546036126,2.1793953628768135
Polynomial_deg2,1.8814829529914687,2.304996955964583,0.48744030088223644,1.8915862383154356,1.5415030554093205,2.26535617687449
Dummy_mean,2.6044576451270167,3.2438942272809372,-0.015166115637050392,2.5944210586303487,2.0599724958949097,3.1548946199169317
